year_starting_steady_decade,name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1980,Jessie,0.35294117647058826,0.3307475317348378,0.3224873463485177,0.3075153374233129,0.31136363636363634,0.3508902077151335,0.34517766497461927,0.3188034188034188,0.30821256038647343,0.29545454545454547,0.31514581373471307,0.3205357142857143,0.2957089552238806,0.318552036199095,0.32339656729900634,0.33676975945017185,0.352755905511811,0.34225352112676055,0.4183474300585556,0.41274397244546496,0.4256544502617801,0.49167005282405524,0.4624090541632983,0.4333821376281113,0.47509578544061304,0.49531459170013387,0.5334168755221387,0.51237935375577,0.5173951828724354,0.503288031565103,0.47068747363981445,0.48712352684417287,0.5114325711619225,0.5059360730593607,0.5605180884323359,0.5575698187163155,0.5283324338909876,0.5291170945522855,0.5367965367965368,0.5598484848484848,0.5742811501597445,0.5070656691604323,0.5086661642803316,0.4959807073954984,0.5157179269328802,0.4621695533272562,0.49207828518173347,0.4819863680623174,0.503061224489796,0.47776510832383123,0.508495145631068,0.550744248985115,0.5688775510204082,0.5984943538268507
1980,Angel,0.2870967741935484,0.4723101265822785,0.3943908851884312,0.3871576959395656,0.37835420393559926,0.3579697239536955,0.3634854771784232,0.34071550255536626,0.3770614692653673,0.4049429657794677,0.5165501165501165,0.5986339895540378,0.670344827586207,0.6341719077568134,0.5665755564232722,0.5940520446096654,0.5906474820143884,0.6319526627218935,0.6082312284008796,0.5645805592543276,0.5440797940797941,0.5830388692579506,0.5473651191969887,0.538829969209716,0.5435483870967742,0.5330739299610895,0.4899349643852586,0.46630119316349566,0.4824462061155153,0.4412445358704037,0.40900147565174616,0.40575221238938053,0.3572934232715008,0.3496143958868895,0.32511167216935327,0.31693489392831015,0.3314520266803489,0.32882414151925077,0.3332867328393681,0.33579335793357934,0.30998248686514884,0.30630720254675686,0.2744037591985105,0.23965431278045538,0.21552933410347389,0.17834156563388714,0.16086295518714255,0.16786289731946683,0.16979768786127167,0.1599897497223883,0.15477454861446366,0.16329029385574353,0.1659914204003813,0.16002126528442318
1980,Shea,0.5652173913043478,0.5416666666666666,0.5,0.47619047619047616,0.7352941176470589,0.6,0.7058823529411765,0.6515151515151515,0.4883720930232558,0.6370967741935484,0.6129032258064516,0.6666666666666666,0.6377551020408163,0.5799086757990868,0.603112840466926,0.5110132158590308,0.5233644859813084,0.5592417061611374,0.5603448275862069,0.6138211382113821,0.5746268656716418,0.5643153526970954,0.5443037974683544,0.5267857142857143,0.4091954022988506,0.4519906323185012,0.42505133470225875,0.4673469387755102,0.5080321285140562,0.5133928571428571,0.5088888888888888,0.5950782997762863,0.6044444444444445,0.5883777239709443,0.5929752066115702,0.5807174887892377,0.6485260770975056,0.6319018404907976,0.6969026548672567,0.648960739030023,0.6632231404958677,0.6361867704280155,0.570873786407767,0.6080305927342257,0.6278625954198473,0.655367231638418,0.609504132231405,0.6369565217391304,0.675609756097561,0.6136919315403423,0.6180124223602484,0.5360501567398119,0.5738255033557047,0.6533333333333333
1980,Casey,0.1792452830188679,0.1431980906921241,0.1325503355704698,0.15046296296296297,0.1447084233261339,0.1301775147928994,0.1471927162367223,0.1847649918962723,0.20803443328550933,0.21878579610538373,0.21384750219106047,0.2195290858725762,0.3139065204847086,0.3264876250658241,0.3222265778126225,0.30408525754884547,0.27594419870704323,0.2678319706794474,0.3378110548337371,0.3879857256145916,0.40274429816428703,0.40781934614088305,0.4194477384380823,0.4416033172080166,0.4237204724409449,0.4148793565683646,0.47640261729082556,0.4769579115610016,0.43825699568425447,0.44423604097532826,0.441212285211744,0.42769573697408747,0.45699088145896655,0.44774305555555555,0.46906048457381905,0.5008543763052972,0.5086774386594853,0.5113027266371475,0.5158204562178073,0.4686605981794538,0.45432764300688827,0.4519196900317013,0.42445450802799506,0.4408217954443948,0.3916586768935762,0.4112299465240642,0.41847826086956524,0.414039262343843,0.40933899332929047,0.4073013600572656,0.40706476030277544,0.42014519056261346,0.38919514884233736,0.40280777537796975
1980,London,0.0,0.0,0.0,0.4,0.2857142857142857,0.25,0.28205128205128205,0.35294117647058826,0.3829787234042553,0.39622641509433965,0.46511627906976744,0.26,0.36585365853658536,0.4444444444444444,0.5172413793103449,0.32142857142857145,0.6,0.5111111111111111,0.5517241379310345,0.4827586206896552,0.4117647058823529,0.575,0.4411764705882353,0.5,0.4107142857142857,0.5344827586206896,0.5777777777777777,0.584070796460177,0.4965034965034965,0.47513812154696133,0.5406698564593302,0.5269709543568465,0.5949367088607594,0.55,0.6406779661016949,0.6144578313253012,0.6079734219269103,0.6045016077170418,0.6357615894039735,0.6534090909090909,0.6089887640449438,0.5934065934065934,0.5978494623655914,0.6217821782178218,0.6704730831973899,0.6389548693586699,0.7201834862385321,0.766367137355584,0.8189753320683112,0.8353464717101081,0.8493191237418591,0.8751038493492107,0.8680631120783461,0.8925318761384335
1990,Marion,0.6001478196600147,0.5713196033562167,0.612212529738303,0.6160267111853088,0.6147332768839966,0.5685685685685685,0.6047565118912798,0.573729863692689,0.5429638854296388,0.5477453580901857,0.5574963609898108,0.5106685633001422,0.49409780775716694,0.4734042553191489,0.46693386773547096,0.4874476987447699,0.44212962962962965,0.5,0.4717948717948718,0.44471153846153844,0.4796954314720812,0.5301507537688442,0.5355329949238579,0.5612903225806452,0.4940119760479042,0.5202492211838006,0.49846153846153846,0.5226480836236934,0.5102040816326531,0.5049833887043189,0.5496688741721855,0.5231788079470199,0.5723684210526315,0.5370370370370371,0.5885167464114832,0.5454545454545454,0.4956896551724138,0.49224806201550386,0.484375,0.4880382775119617,0.5802469135802469,0.5309734513274337,0.52,0.4296028880866426,0.4497991967871486,0.3828996282527881,0.38492063492063494,0.4362934362934363,0.4067796610169492,0.48034934497816595,0.44144144144144143,0.5211267605633803,0.5023041474654378,0.5897435897435898
1990,Jessie,0.35294117647058826,0.3307475317348378,0.3224873463485177,0.3075153374233129,0.31136363636363634,0.3508902077151335,0.34517766497461927,0.3188034188034188,0.30821256038647343,0.29545454545454547,0.31514581373471307,0.3205357142857143,0.2957089552238806,0.318552036199095,0.32339656729900634,0.33676975945017185,0.352755905511811,0.34225352112676055,0.4183474300585556,0.41274397244546496,0.4256544502617801,0.49167005282405524,0.4624090541632983,0.4333821376281113,0.47509578544061304,0.49531459170013387,0.5334168755221387,0.51237935375577,0.5173951828724354,0.503288031565103,0.47068747363981445,0.48712352684417287,0.5114325711619225,0.5059360730593607,0.5605180884323359,0.5575698187163155,0.5283324338909876,0.5291170945522855,0.5367965367965368,0.5598484848484848,0.5742811501597445,0.5070656691604323,0.5086661642803316,0.4959807073954984,0.5157179269328802,0.4621695533272562,0.49207828518173347,0.4819863680623174,0.503061224489796,0.47776510832383123,0.508495145631068,0.550744248985115,0.5688775510204082,0.5984943538268507
1990,Infant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.5135135135135135,0.475,0.32,0.4967741935483871,0.5104166666666666,0.49361702127659574,0.44976076555023925,0.46710526315789475,0.491183879093199,0.4786096256684492,0.47639484978540775,0.49238578680203043,0.4482758620689655,0.5284810126582279,0.4936530324400564,0.49295774647887325,0.502283105022831,0.463519313304721,0.4696132596685083,0.3870967741935484,0.4540229885057471,0.9080459770114943,0.5333333333333333,0.46153846153846156,0.0,0.0,0.5,0.0,0.0
1990,Carey,0.2707509881422925,0.32653061224489793,0.36023622047244097,0.3245967741935484,0.3140495867768595,0.3456221198156682,0.3474576271186441,0.4411764705882353,0.48942598187311176,0.5202231520223152,0.55858310626703,0.5901639344262295,0.6304062909567497,0.6674612634088201,0.6882845188284519,0.7152317880794702,0.7294736842105263,0.7037470725995316,0.7044854881266491,0.6721854304635762,0.6699410609037328,0.6247139588100686,0.5985915492957746,0.5681233933161953,0.5630252100840336,0.5072463768115942,0.4935483870967742,0.5238095238095238,0.4201388888888889,0.4781021897810219,0.4050632911392405,0.47808764940239046,0.4444444444444444,0.4631578947368421,0.5423728813559322,0.5,0.4632352941176471,0.45,0.53125,0.5188679245283019,0.4936708860759494,0.4186046511627907,0.36363636363636365,0.5272727272727272,0.4,0.49056603773584906,0.3191489361702128,0.38095238095238093,0.22857142857142856,0.40425531914893614,0.4090909090909091,0.19444444444444445,0.28205128205128205,0.25
1990,Casey,0.1792452830188679,0.1431980906921241,0.1325503355704698,0.15046296296296297,0.1447084233261339,0.1301775147928994,0.1471927162367223,0.1847649918962723,0.20803443328550933,0.21878579610538373,0.21384750219106047,0.2195290858725762,0.3139065204847086,0.3264876250658241,0.3222265778126225,0.30408525754884547,0.27594419870704323,0.2678319706794474,0.3378110548337371,0.3879857256145916,0.40274429816428703,0.40781934614088305,0.4194477384380823,0.4416033172080166,0.4237204724409449,0.4148793565683646,0.47640261729082556,0.4769579115610016,0.43825699568425447,0.44423604097532826,0.441212285211744,0.42769573697408747,0.45699088145896655,0.44774305555555555,0.46906048457381905,0.5008543763052972,0.5086774386594853,0.5113027266371475,0.5158204562178073,0.4686605981794538,0.45432764300688827,0.4519196900317013,0.42445450802799506,0.4408217954443948,0.3916586768935762,0.4112299465240642,0.41847826086956524,0.414039262343843,0.40933899332929047,0.4073013600572656,0.40706476030277544,0.42014519056261346,0.38919514884233736,0.40280777537796975
1990,Jody,0.6491537376586742,0.687171792948237,0.7494736842105263,0.7015046766978447,0.6920516021639617,0.6991978609625669,0.701195219123506,0.6063314711359404,0.5954531298660853,0.551830985915493,0.5946529840669728,0.5321605277625069,0.56047197640118,0.5757679180887372,0.6124698587667929,0.6421493902439024,0.6116315378610461,0.5858704137392662,0.5808055693684734,0.5763203714451538,0.5840220385674931,0.6,0.6497120921305183,0.6452304394426581,0.631578947368421,0.6246819338422391,0.5437710437710438,0.5310734463276836,0.5190839694656488,0.5089686098654709,0.46766169154228854,0.4555256064690027,0.5366666666666666,0.5177304964539007,0.43609022556390975,0.4898785425101215,0.4482758620689655,0.43915343915343913,0.46601941747572817,0.43010752688172044,0.4557823129251701,0.36551724137931035,0.3958333333333333,0.3055555555555556,0.3223684210526316,0.3275862068965517,0.28688524590163933,0.28368794326241137,0.2719298245614035,0.3148148148148148,0.23958333333333334,0.3392857142857143,0.29069767441860467,0.2839506172839506
1990,Baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.59375,0.4090909090909091,0.3333333333333333,0.4594594594594595,0.32075471698113206,0.463768115942029,0.6170212765957447,0.3870967741935484,0.4782608695652174,0.5,0.3382352941176471,0.3368421052631579,0.5263157894736842,0.375886524822695,0.5235602094240838,0.44021739130434784,0.43951612903225806,0.48493975903614456,0.45934959349593496,0.45582329317269077,0.4558058925476603,0.4688995215311005,0.47208931419457734,0.44494047619047616,0.4797507788161994,0.453416149068323,0.49473684210526314,0.5109170305676856,0.4723320158102767,0.48250460405156537,0.4836223506743738,0.5107758620689655,0.5,0.481651376146789,0.40894568690095845,0.3888888888888889,0.6,0.5434782608695652,0.5897435897435898,0.475,0.5161290322580645,0.34615384615384615,0.0
1990,Ashton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.1590909090909091,0.16279069767441862,0.10144927536231885,0.07246376811594203,0.11827956989247312,0.16806722689075632,0.22929936305732485,0.18018018018018017,0.36033519553072624,0.7851851851851852,0.7260536398467433,0.6705756929637526,0.6587556125721616,0.5659863945578232,0.5184115523465704,0.554364471669219,0.5262458471760797,0.5871670702179177,0.535365152386429,0.528023598820059,0.5036045314109165,0.47896604156107453,0.4591163026917217,0.39780018331805683,0.3400826446280992,0.2965072133637054,0.1296716911005575,0.07038876519952046,0.07599544937428897,0.06664882226980728,0.0637649015802606,0.060995184590690206,0.05857407898224225,0.0528169014084507,0.062184427318628756,0.058131720430107524,0.06750448833034112
